transaction,account,amount,cur
103593,101101,16.13,USD
103594,101102,9.46,EUR
103595,101101,-1.20,USD
103596,101101,10.00,USD
103597,101101,15.31,USD
103598,101101,14.01,USD
103599,101101,9.35,USD
103600,101101,4.56,USD
103601,101102,12.36,EUR
103602,101101,8.09,USD
103603,101102,13.54,EUR
103604,101101,16.63,USD
103605,101101,6.72,USD
103606,101101,5.82,USD
103607,101101,3.20,USD
103608,101101,18.36,USD
103609,101102,6.97,EUR
103610,101101,4.73,USD
103611,101102,12.99,EUR
103612,101101,14.29,USD
103613,101101,15.01,USD
103614,101102,10.06,EUR
103615,101101,8.03,USD
103616,101101,11.75,USD
103617,101102,17.34,EUR
103618,101101,14.02,USD
103619,101102,6.50,EUR
103620,101101,5.80,USD
103621,101101,9.64,USD
103622,101101,-2.09,USD
103623,101102,4.04,EUR
103624,101101,15.16,USD
103625,101101,19.53,USD
103626,101101,21.12,USD
103627,101101,10.61,USD
103628,101102,18.07,EUR
103629,101102,2.36,EUR
103630,101101,0.30,USD
103631,101101,9.68,USD
103632,101101,16.41,USD
103633,101101,9.84,USD
103634,101102,8.90,EUR
103635,101101,11.54,USD
103636,101101,7.25,USD
103637,101101,14.40,USD
103638,101101,15.91,USD
103639,101101,11.52,USD
103640,101102,26.27,EUR
103641,101101,8.27,USD
103642,101101,13.99,USD
103643,101101,10.39,USD
103644,101101,12.18,USD
103645,101101,15.29,USD
103646,101101,13.00,USD
103647,101101,15.37,USD
103648,101101,4.12,USD
103649,101101,5.77,USD
103650,101101,15.24,USD
103651,101101,7.67,USD
103652,101101,16.14,USD
103653,101101,9.52,USD
103654,101101,13.13,USD
103655,101101,10.12,USD
103656,101101,11.88,USD
103657,101101,16.71,USD
103658,101101,13.42,USD
103659,101101,11.83,USD
103660,101101,5.45,USD
103661,101101,10.32,USD
103662,101101,3.59,USD
103663,101102,11.45,EUR
103664,101101,5.29,USD
103665,101102,17.70,EUR
103666,101101,15.02,USD
103667,101101,16.58,USD
103668,101101,-6.59,USD
103669,101101,18.75,USD
103670,101101,10.75,USD
103671,101101,5.66,USD
103672,101101,4.84,USD
103673,101101,12.82,USD
103674,101101,5.57,USD
103675,101101,8.77,USD
103676,101101,0.66,USD
103677,101101,24.47,USD
103678,101101,9.23,USD
103679,101101,17.29,USD
103680,101101,7.46,USD
103681,101101,8.57,USD
103682,101101,16.80,USD
103683,101102,12.98,EUR
103684,101101,13.69,USD
103685,101101,8.10,USD
103686,101101,9.34,USD
103687,101101,6.07,USD
103688,101101,10.92,USD
103689,101101,6.16,USD
103690,101101,14.91,USD
103691,101101,10.09,USD
103692,101101,8.26,USD
103693,101101,7.68,USD
103694,101101,13.09,USD
103695,101101,5.68,USD
103696,101101,8.23,USD
103697,101101,11.86,USD
103698,101102,9.71,EUR
103699,101102,15.25,EUR
103700,101101,3.67,USD
103701,101101,16.21,USD
103702,101101,3.55,USD
103703,101101,12.21,USD
103704,101102,15.23,EUR
103705,101102,4.63,EUR
103706,101102,9.12,EUR
103707,101101,5.86,USD
103708,101101,5.82,USD
103709,101102,12.25,EUR
103710,101101,5.84,USD
103711,101101,4.40,USD
103712,101101,10.27,USD
103713,101101,5.16,USD
103714,101101,5.83,USD
103715,101101,6.43,USD
103716,101102,17.24,EUR
103717,101101,11.95,USD
103718,101101,4.40,USD
103719,101101,16.48,USD
103720,101101,6.73,USD
103721,101101,14.29,USD
103722,101101,8.91,USD
103723,101101,7.71,USD
103724,101101,0.95,USD
103725,101101,11.55,USD
103726,101101,10.06,USD
103727,101101,13.22,USD
103728,101101,2.56,USD
103729,101101,3.52,USD
103730,101101,7.72,USD
103731,101102,-0.21,EUR
103732,101101,11.73,USD
103733,101102,9.95,EUR
103734,101101,12.50,USD
103735,101101,10.19,USD
103736,101102,7.99,EUR
103737,101101,6.88,USD
103738,101102,8.21,EUR
103739,101102,13.11,EUR
103740,101101,7.24,USD
103741,101101,19.14,USD
103742,101101,7.58,USD
103743,101101,13.73,USD
103744,101102,5.50,EUR
103745,101102,4.25,EUR
103746,101102,8.47,EUR
103747,101101,3.33,USD
103748,101101,17.65,USD
103749,101102,0.56,EUR
103750,101101,10.24,USD
103751,101102,10.58,EUR
103752,101101,10.03,USD
103753,101101,9.58,USD
103754,101102,7.54,EUR
103755,101101,13.95,USD
103756,101102,4.59,EUR
103757,101101,14.64,USD
103758,101101,-0.26,USD
103759,101101,9.77,USD
103760,101101,10.24,USD
103761,101101,15.08,USD
103762,101101,11.84,USD
103763,101101,9.48,USD
103764,101101,11.02,USD
103765,101101,8.62,USD
103766,101101,22.88,USD
103767,101101,4.56,USD
103768,101101,10.63,USD
103769,101101,8.79,USD
103770,101101,12.14,USD
103771,101101,14.75,USD
103772,101101,8.69,USD
103773,101101,7.47,USD
103774,101101,5.12,USD
103775,101101,16.84,USD
103776,101101,11.88,USD
103777,101101,1.33,USD
103778,101102,-1.24,EUR
103779,101102,12.92,EUR
103780,101101,8.03,USD
103781,101101,4.93,USD
103782,101101,9.71,USD
103783,101101,9.69,USD
103784,101101,6.98,USD
103785,101101,8.38,USD
103786,101101,-0.87,USD
103787,101101,5.97,USD
103788,101101,1.29,USD
103789,101101,8.55,USD
103790,101101,8.18,USD
103791,101101,5.56,USD
103792,101101,1.16,USD
103793,101101,5.82,USD
103794,101102,14.73,EUR
103795,101101,5.03,USD
103796,101101,4.27,USD
103797,101101,14.30,USD
103798,101101,8.49,USD
103799,101101,15.48,USD
103800,101101,6.32,USD
103801,101102,15.88,EUR
103802,101101,10.86,USD
103803,101101,5.50,USD
103804,101101,6.24,USD
103805,101102,18.30,EUR
103806,101102,6.71,EUR
103807,101101,7.57,USD
103808,101101,11.48,USD
103809,101101,3.13,USD
103810,101101,12.48,USD
103811,101102,13.89,EUR
103812,101101,11.19,USD
103813,101101,1.32,USD
103814,101101,2.84,USD
103815,101101,1.87,USD
103816,101102,5.81,EUR
103817,101102,7.81,EUR
103818,101102,8.93,EUR
103819,101102,13.14,EUR
103820,101101,5.16,USD
103821,101101,10.16,USD
103822,101101,13.37,USD
103823,101101,11.81,USD
103824,101101,6.67,USD
103825,101101,9.91,USD
103826,101101,12.95,USD
103827,101101,2.72,USD
103828,101101,12.59,USD
103829,101101,3.43,USD
103830,101101,8.82,USD
103831,101101,10.88,USD
103832,101102,13.74,EUR
103833,101101,7.56,USD
103834,101101,10.26,USD
103835,101101,13.35,USD
103836,101101,5.41,USD
103837,101101,16.69,USD
103838,101101,7.63,USD
103839,101101,7.90,USD
103840,101101,10.91,USD
103841,101101,10.50,USD
103842,101101,11.21,USD
103843,101101,9.73,USD
103844,101101,15.94,USD
103845,101101,13.35,USD
103846,101101,13.02,USD
103847,101101,11.05,USD
103848,101101,18.19,USD
103849,101101,10.42,USD
103850,101101,11.00,USD
103851,101101,7.73,USD
103852,101102,8.27,EUR
103853,101101,17.35,USD
103854,101101,17.75,USD
103855,101101,11.89,USD
103856,101102,15.10,EUR
103857,101101,6.68,USD
103858,101102,11.58,EUR
103859,101101,3.07,USD
103860,101101,10.47,USD
103861,101101,13.34,USD
103862,101101,11.91,USD
103863,101101,11.89,USD
103864,101101,5.02,USD
103865,101101,13.46,USD
103866,101101,-2.64,USD
103867,101101,9.13,USD
103868,101101,13.83,USD
103869,101101,8.91,USD
103870,101101,8.00,USD
103871,101102,11.24,EUR
103872,101102,9.81,EUR
103873,101101,9.75,USD
103874,101101,9.32,USD
103875,101101,1.79,USD
103876,101101,9.33,USD
103877,101101,16.12,USD
103878,101101,9.23,USD
103879,101101,14.62,USD
103880,101101,4.91,USD
103881,101101,6.69,USD
103882,101102,10.27,EUR
103883,101101,7.04,USD
103884,101101,12.04,USD
103885,101102,11.69,EUR
103886,101101,7.27,USD
103887,101101,6.27,USD
103888,101102,9.80,EUR
103889,101101,16.28,USD
103890,101101,11.76,USD
103891,101101,5.77,USD
103892,101102,8.51,EUR
103893,101101,12.11,USD
103894,101101,13.23,USD
103895,101101,8.63,USD
103896,101101,12.64,USD
103897,101101,8.19,USD
103898,101101,-2.23,USD
103899,101101,7.97,USD
103900,101102,7.76,EUR
103901,101102,6.60,EUR
103902,101102,8.99,EUR
103903,101102,12.26,EUR
103904,101101,10.21,USD
103905,101101,-3.42,USD
103906,101102,12.08,EUR
103907,101101,4.04,USD
103908,101101,8.05,USD
103909,101101,8.97,USD
103910,101102,9.45,EUR
103911,101102,7.98,EUR
103912,101102,11.57,EUR
103913,101101,11.99,USD
103914,101101,10.43,USD
103915,101101,9.01,USD
103916,101101,21.04,USD
103917,101101,5.10,USD
103918,101102,21.19,EUR
103919,101101,6.75,USD
103920,101101,5.17,USD
103921,101101,5.39,USD
103922,101101,10.67,USD
103923,101101,7.93,USD
103924,101102,3.95,EUR
103925,101101,11.85,USD
103926,101101,15.09,USD
103927,101101,3.15,USD
103928,101101,14.30,USD
103929,101101,6.83,USD
103930,101101,10.39,USD
103931,101101,8.07,USD
103932,101101,0.75,USD
103933,101101,20.56,USD
103934,101101,-0.04,USD
103935,101102,5.02,EUR
103936,101101,5.34,USD
103937,101101,18.49,USD
103938,101101,13.96,USD
103939,101101,-1.07,USD
103940,101101,10.16,USD
103941,101101,12.91,USD
103942,101101,0.62,USD
103943,101101,10.53,USD
103944,101101,10.73,USD
103945,101101,9.50,USD
103946,101102,13.12,EUR
103947,101101,11.15,USD
103948,101101,15.41,USD
103949,101101,16.22,USD
103950,101101,10.51,USD
103951,101101,16.87,USD
103952,101101,11.82,USD
103953,101102,9.39,EUR
103954,101101,5.56,USD
103955,101101,9.02,USD
103956,101101,24.04,USD
103957,101101,3.10,USD
103958,101102,9.50,EUR
103959,101101,1.05,USD
103960,101101,7.50,USD
103961,101101,13.56,USD
103962,101101,7.47,USD
103963,101101,13.82,USD
103964,101101,15.96,USD
103965,101101,2.59,USD
103966,101101,11.24,USD
103967,101101,9.80,USD
103968,101102,12.40,EUR
103969,101101,2.65,USD
103970,101101,6.26,USD
103971,101101,11.61,USD
103972,101101,17.64,USD
103973,101101,8.96,USD
103974,101101,10.30,USD
103975,101101,12.83,USD
103976,101102,5.43,EUR
103977,101101,6.67,USD
103978,101101,12.61,USD
103979,101101,6.64,USD
103980,101102,9.46,EUR
103981,101101,13.46,USD
103982,101101,10.55,USD
103983,101101,4.23,USD
103984,101102,16.04,EUR
103985,101101,1.81,USD
103986,101101,15.68,USD
103987,101101,10.08,USD
103988,101101,2.90,USD
103989,101101,13.21,USD
103990,101102,7.39,EUR
103991,101101,21.31,USD
103992,101101,11.92,USD
103993,101101,-2.07,USD
103994,101101,13.29,USD
103995,101101,-4.53,USD
103996,101101,7.10,USD
103997,101101,1.47,USD
103998,101101,13.76,USD
103999,101101,16.44,USD
104000,101101,7.51,USD
104001,101101,15.83,USD
104002,101101,6.46,USD
104003,101101,11.70,USD
104004,101102,8.40,EUR
104005,101101,12.05,USD
104006,101101,11.83,USD
104007,101101,14.44,USD
104008,101101,16.62,USD
104009,101101,3.21,USD
104010,101101,5.69,USD
104011,101101,12.89,USD
104012,101101,10.74,USD
104013,101101,13.90,USD
104014,101101,5.43,USD
104015,101101,10.14,USD
104016,101101,14.22,USD
104017,101101,10.26,USD
104018,101101,-0.79,USD
104019,101102,9.59,EUR
104020,101101,6.86,USD
104021,101101,1.32,USD
104022,101101,7.88,USD
104023,101101,8.86,USD
104024,101101,5.65,USD
104025,101101,10.97,USD
104026,101101,4.65,USD
104027,101102,6.50,EUR
104028,101101,9.88,USD
104029,101101,11.52,USD
104030,101101,5.88,USD
104031,101102,13.04,EUR
104032,101101,9.32,USD
104033,101102,11.78,EUR
104034,101101,3.11,USD
104035,101101,14.47,USD
104036,101101,14.57,USD
104037,101102,6.90,EUR
104038,101101,7.07,USD
104039,101101,17.86,USD
104040,101102,14.50,EUR
104041,101102,9.90,EUR
104042,101101,19.67,USD
104043,101101,8.79,USD
104044,101101,9.89,USD
104045,101101,10.62,USD
104046,101101,16.48,USD
104047,101101,1.85,USD
104048,101101,4.75,USD
104049,101101,13.54,USD
104050,101101,8.16,USD
104051,101101,10.29,USD
104052,101101,5.71,USD
104053,101101,7.04,USD
104054,101102,10.04,EUR
104055,101101,14.48,USD
104056,101102,8.81,EUR
104057,101102,15.13,EUR
104058,101101,14.24,USD
104059,101101,8.72,USD
104060,101102,13.08,EUR
104061,101101,18.00,USD
104062,101102,8.88,EUR
104063,101101,7.80,USD
104064,101101,4.12,USD
104065,101102,9.09,EUR
104066,101101,-1.62,USD
104067,101101,7.37,USD
104068,101101,14.65,USD
104069,101101,4.22,USD
104070,101101,3.94,USD
104071,101102,3.34,EUR
104072,101101,7.31,USD
104073,101101,3.43,USD
104074,101101,5.78,USD
104075,101101,18.83,USD
104076,101101,2.72,USD
104077,101101,7.46,USD
104078,101101,3.98,USD
104079,101101,11.38,USD
104080,101101,12.62,USD
104081,101101,11.13,USD
104082,101102,3.60,EUR
104083,101101,16.50,USD
104084,101101,14.79,USD
104085,101102,15.68,EUR
104086,101101,14.14,USD
104087,101101,12.67,USD
104088,101101,11.63,USD
104089,101101,10.57,USD
104090,101101,-0.97,USD
104091,101102,8.94,EUR
104092,101101,13.93,USD
104093,101101,14.65,USD
104094,101102,11.02,EUR
104095,101101,8.20,USD
104096,101101,1.58,USD
104097,101101,11.23,USD
104098,101101,14.17,USD
104099,101101,17.86,USD
104100,101102,16.20,EUR
104101,101101,12.84,USD
104102,101101,13.26,USD
104103,101101,4.94,USD
104104,101102,16.64,EUR
104105,101101,7.14,USD
104106,101102,13.28,EUR
104107,101101,8.28,USD
104108,101101,6.74,USD
104109,101102,7.26,EUR
104110,101101,9.87,USD
104111,101101,11.04,USD
104112,101101,18.77,USD
104113,101101,14.68,USD
104114,101101,9.91,USD
104115,101101,0.00,USD
104116,101101,12.99,USD
104117,101101,6.36,USD
104118,101101,16.15,USD
104119,101101,16.40,USD
104120,101101,15.78,USD
104121,101101,9.04,USD
104122,101101,12.57,USD
104123,101101,3.12,USD
104124,101101,16.86,USD
104125,101101,13.33,USD
104126,101101,13.36,USD
104127,101101,5.85,USD
104128,101101,11.25,USD
104129,101101,12.00,USD
104130,101101,4.51,USD
104131,101101,22.46,USD
104132,101101,5.94,USD
104133,101101,5.59,USD
104134,101101,9.04,USD
104135,101101,7.66,USD
104136,101101,8.11,USD
104137,101101,16.20,USD
104138,101101,19.06,USD
104139,101101,11.73,USD
104140,101102,3.69,EUR
104141,101101,12.04,USD
104142,101102,6.57,EUR
104143,101101,12.74,USD
104144,101101,7.79,USD
104145,101101,15.17,USD
104146,101101,11.60,USD
104147,101101,14.09,USD
104148,101101,8.21,USD
104149,101101,12.15,USD
104150,101101,14.91,USD
104151,101101,9.33,USD
104152,101102,9.30,EUR
104153,101101,4.85,USD
104154,101102,11.21,EUR
104155,101101,12.91,USD
104156,101101,12.89,USD
104157,101101,16.56,USD
104158,101101,4.54,USD
104159,101101,1.05,USD
104160,101102,16.27,EUR
104161,101101,3.94,USD
104162,101102,8.98,EUR
104163,101101,5.83,USD
104164,101101,1.07,USD
104165,101102,3.98,EUR
104166,101101,6.58,USD
104167,101101,5.58,USD
104168,101101,16.93,USD
104169,101101,0.85,USD
104170,101101,10.32,USD
104171,101102,7.80,EUR
104172,101102,11.41,EUR
104173,101101,3.88,USD
104174,101102,7.63,EUR
104175,101101,4.19,USD
104176,101101,15.76,USD
104177,101101,2.04,USD
104178,101101,5.98,USD
104179,101101,12.57,USD
104180,101101,10.36,USD
104181,101101,6.40,USD
104182,101101,9.27,USD
104183,101101,11.06,USD
104184,101101,10.13,USD
104185,101102,15.41,EUR
104186,101101,12.83,USD
104187,101101,5.04,USD
104188,101101,15.08,USD
104189,101101,4.38,USD
104190,101101,12.35,USD
104191,101102,12.04,EUR
104192,101101,7.04,USD
104193,101102,7.34,EUR
104194,101101,19.89,USD
104195,101101,1.15,USD
104196,101101,11.75,USD
104197,101101,9.36,USD
104198,101101,11.82,USD
104199,101101,5.71,USD
104200,101101,11.71,USD
104201,101101,12.82,USD
104202,101101,19.11,USD
104203,101102,13.55,EUR
104204,101101,5.86,USD
104205,101101,7.93,USD
104206,101101,7.16,USD
104207,101101,9.97,USD
104208,101102,8.15,EUR
104209,101101,10.47,USD
104210,101101,7.00,USD
104211,101101,6.85,USD
104212,101101,13.67,USD
104213,101101,5.97,USD
104214,101102,11.86,EUR
104215,101101,7.17,USD
104216,101101,9.69,USD
104217,101101,9.57,USD
104218,101102,18.92,EUR
104219,101101,8.80,USD
104220,101101,16.71,USD
104221,101101,8.84,USD
104222,101101,14.42,USD
104223,101102,1.75,EUR
104224,101101,6.70,USD
104225,101101,7.14,USD
104226,101102,15.95,EUR
104227,101101,2.13,USD
104228,101101,12.46,USD
104229,101101,10.51,USD
104230,101102,11.47,EUR
104231,101102,10.24,EUR
104232,101101,15.36,USD
104233,101101,6.08,USD
104234,101101,12.99,USD
104235,101101,7.65,USD
104236,101102,13.91,EUR
104237,101101,5.25,USD
104238,101101,15.58,USD
104239,101101,6.70,USD
104240,101101,14.44,USD
104241,101102,20.14,EUR
104242,101101,6.73,USD
104243,101102,9.35,EUR
104244,101101,11.15,USD
104245,101101,13.62,USD
104246,101101,18.01,USD
104247,101101,13.78,USD
104248,101101,16.12,USD
104249,101101,15.50,USD
104250,101101,9.03,USD
104251,101101,7.00,USD
104252,101102,14.24,EUR
104253,101101,6.17,USD
104254,101101,0.37,USD
104255,101101,1.82,USD
104256,101101,18.25,USD
104257,101101,5.13,USD
104258,101101,4.98,USD
104259,101101,11.94,USD
104260,101101,12.59,USD
104261,101101,13.94,USD
104262,101101,9.90,USD
104263,101101,5.92,USD
104264,101101,16.97,USD
104265,101101,13.82,USD
104266,101101,9.01,USD
104267,101101,8.56,USD
104268,101101,10.44,USD
104269,101101,9.77,USD
104270,101101,4.79,USD
104271,101101,7.49,USD
104272,101101,10.98,USD
104273,101102,12.02,EUR
104274,101101,15.74,USD
104275,101101,13.93,USD
104276,101102,10.26,EUR
104277,101101,10.20,USD
104278,101102,9.44,EUR
104279,101101,14.90,USD
104280,101102,11.36,EUR
104281,101102,15.36,EUR
104282,101101,9.22,USD
104283,101102,18.21,EUR
104284,101101,15.39,USD
104285,101101,9.41,USD
104286,101101,10.57,USD
104287,101101,8.54,USD
104288,101102,7.86,EUR
104289,101101,14.09,USD
104290,101101,0.95,USD
104291,101102,1.55,EUR
104292,101101,14.96,USD
104293,101101,12.90,USD
104294,101101,12.13,USD
104295,101101,14.54,USD
104296,101101,13.91,USD
104297,101101,17.53,USD
104298,101101,15.78,USD
104299,101101,13.03,USD
104300,101101,12.45,USD
104301,101101,-0.83,USD
104302,101101,12.93,USD
104303,101102,18.83,EUR
104304,101102,8.88,EUR
104305,101101,17.75,USD
104306,101101,5.71,USD
104307,101101,16.04,USD
104308,101101,2.89,USD
104309,101102,4.27,EUR
104310,101101,8.45,USD
104311,101101,11.42,USD
104312,101101,11.38,USD
104313,101101,9.03,USD
104314,101101,7.49,USD
104315,101101,17.31,USD
104316,101102,9.49,EUR
104317,101102,15.64,EUR
104318,101101,-2.43,USD
104319,101101,13.19,USD
104320,101101,3.54,USD
104321,101101,11.83,USD
104322,101101,14.15,USD
104323,101101,9.67,USD
104324,101101,-0.21,USD
104325,101101,7.12,USD
104326,101102,17.12,EUR
104327,101101,14.87,USD
104328,101101,19.13,USD
104329,101101,-2.37,USD
104330,101102,10.53,EUR
104331,101102,13.12,EUR
104332,101102,13.48,EUR
104333,101101,17.19,USD
104334,101101,12.71,USD
104335,101101,-1.76,USD
104336,101102,4.22,EUR
104337,101101,5.18,USD
104338,101101,4.70,USD
104339,101101,0.78,USD
104340,101101,1.18,USD
104341,101101,10.68,USD
104342,101102,3.81,EUR
104343,101101,14.86,USD
104344,101101,18.58,USD
104345,101101,12.63,USD
104346,101101,19.26,USD
104347,101101,10.73,USD
104348,101102,15.03,EUR
104349,101101,3.63,USD
104350,101101,6.31,USD
104351,101101,9.06,USD
104352,101101,10.06,USD
104353,101101,8.31,USD
104354,101101,9.88,USD
104355,101102,-1.19,EUR
104356,101101,7.98,USD
104357,101102,12.42,EUR
104358,101101,15.65,USD
104359,101101,9.63,USD
104360,101101,14.70,USD
104361,101101,3.08,USD
104362,101102,9.26,EUR
104363,101102,7.69,EUR
104364,101102,15.06,EUR
104365,101101,14.83,USD
104366,101101,1.93,USD
104367,101102,6.68,EUR
104368,101101,17.94,USD
104369,101101,4.90,USD
104370,101101,11.65,USD
104371,101101,12.68,USD
104372,101101,15.55,USD
104373,101101,9.62,USD
104374,101101,4.54,USD
104375,101101,6.50,USD
104376,101101,4.40,USD
104377,101101,13.29,USD
104378,101101,5.93,USD
104379,101101,4.61,USD
104380,101101,17.00,USD
104381,101101,13.06,USD
104382,101101,16.63,USD
104383,101101,10.11,USD
104384,101101,13.11,USD
104385,101102,5.86,EUR
104386,101101,2.61,USD
104387,101101,12.67,USD
104388,101101,12.40,USD
104389,101102,9.54,EUR
104390,101102,8.83,EUR
104391,101101,5.88,USD
104392,101101,14.80,USD
104393,101102,14.32,EUR
104394,101101,10.62,USD
104395,101102,18.88,EUR
104396,101101,11.06,USD
104397,101101,8.37,USD
104398,101101,4.39,USD
104399,101101,7.86,USD
104400,101101,7.68,USD
104401,101101,8.26,USD
104402,101101,14.25,USD
104403,101102,13.87,EUR
104404,101101,10.23,USD
104405,101102,12.66,EUR
104406,101102,5.81,EUR
104407,101101,10.59,USD
104408,101101,13.05,USD
104409,101101,11.82,USD
104410,101101,14.08,USD
104411,101102,10.55,EUR
104412,101101,7.52,USD
104413,101101,20.73,USD
104414,101101,-1.54,USD
104415,101101,12.88,USD
104416,101101,6.83,USD
104417,101102,14.61,EUR
104418,101101,8.16,USD
104419,101101,11.83,USD
104420,101102,10.26,EUR
104421,101101,5.63,USD
104422,101102,16.70,EUR
104423,101101,10.10,USD
104424,101102,10.50,EUR
104425,101102,8.47,EUR
104426,101101,10.88,USD
104427,101101,11.02,USD
104428,101101,7.23,USD
104429,101101,6.72,USD
104430,101102,6.32,EUR
104431,101101,15.51,USD
104432,101101,6.45,USD
104433,101101,9.97,USD
104434,101101,14.10,USD
104435,101101,15.59,USD
104436,101101,4.81,USD
104437,101101,13.00,USD
104438,101101,10.15,USD
104439,101101,6.64,USD
104440,101101,5.44,USD
104441,101101,5.31,USD
104442,101101,9.96,USD
104443,101101,5.98,USD
104444,101101,11.10,USD
104445,101102,7.27,EUR
104446,101101,14.33,USD
104447,101101,14.72,USD
104448,101101,12.95,USD
